id_igralke,ime,priimek,polno_ime,drzava,datum_rojstva,starost,rang,tocke,leto,kontinent
80312,Zuzana,Hejdova,Zuzana Hejdova,CZE,1977-04-29,26,244,109,2002,Evropa
190787,Samantha,Stosur,Samantha Stosur,AUS,1984-03-30,19,245,108,2002,Oceanija
190564,Anne-Gaelle,Sidot,Anne-Gaelle Sidot,FRA,1979-07-24,23,246,107,2002,Evropa
160113,Maja,Palaversic Coopersmith,Maja Palaversic Coopersmith,CRO,1973-03-24,30,247,107,2002,Evropa
260091,Dragana,Zaric,Dragana Zaric,SCG,1977-08-01,25,248,107,2002,
200191,Dessislava,Topalova,Dessislava Topalova,BUL,1978-06-08,25,249,106,2002,Evropa
20533,Bea,Bielik,Bea Bielik,USA,1980-11-28,22,250,106,2002,Severna Amerika
80350,Justine,Henin,Justine Henin,BEL,1982-06-01,22,1,6628,2003,Evropa
30458,Kim,Clijsters,Kim Clijsters,BEL,1983-06-08,21,2,6553,2003,Evropa
230234,Serena,Williams,Serena Williams,USA,1981-09-26,22,3,3916,2003,Severna Amerika
130450,Amélie,Mauresmo,Amélie Mauresmo,FRA,1979-07-05,24,4,3194,2003,Evropa
40106,Lindsay,Davenport,Lindsay Davenport,USA,1976-06-08,28,5,2990,2003,Severna Amerika
30200,Jennifer,Capriati,Jennifer Capriati,USA,1976-03-29,28,6,2766,2003,Severna Amerika
130533,Anastasia,Myskina,Anastasia Myskina,RUS,1981-07-08,22,7,2581,2003,Evropa
40289,Elena,Dementieva,Elena Dementieva,RUS,1981-10-15,22,8,2383,2003,Evropa
180175,Chanda,Rubin,Chanda Rubin,USA,1976-02-18,28,9,2328,2003,Severna Amerika
190353,Ai,Sugiyama,Ai Sugiyama,JPN,1975-07-05,28,10,2235,2003,Azija
230220,Venus,Williams,Venus Williams,USA,1980-06-17,24,11,2211,2003,Severna Amerika
160379,Nadia,Petrova,Nadia Petrova,RUS,1982-06-08,22,12,1994,2003,Evropa
260142,Vera,Zvonareva,Vera Zvonareva,RUS,1984-09-07,19,13,1808,2003,Evropa
190360,Paola,Suárez,Paola Suárez,ARG,1976-06-23,28,14,1526,2003,Južna Amerika
40344,Jelena,Dokic,Jelena Dokic,AUS,1983-04-12,21,15,1405,2003,Oceanija
190361,Anna,Smashnova,Anna Smashnova,ISR,1976-07-16,27,16,1353,2003,Evropa
190565,Meghann,Shaughnessy,Meghann Shaughnessy,USA,1979-04-13,25,17,1350,2003,Severna Amerika
130113,Conchita,Martínez,Conchita Martínez,ESP,1972-04-16,32,18,1316,2003,Evropa
80394,Daniela,Hantuchova,Daniela Hantuchova,SVK,1983-04-23,21,19,1271,2003,Evropa
190666,Francesca,Schiavone,Francesca Schiavone,ITA,1980-06-23,24,20,1265,2003,Evropa
20992,Elena,Bovina,Elena Bovina,RUS,1983-03-10,21,21,1250,2003,Evropa
190482,Magui,Serna,Magui Serna,ESP,1979-03-01,25,22,1196,2003,Evropa
190519,Patty,Schnyder,Patty Schnyder,SUI,1978-12-14,25,23,1180,2003,Evropa
60061,Silvia,Farina Elia,Silvia Farina Elia,ITA,1972-04-27,32,24,1151,2003,Evropa
30037,Amanda,Coetzer,Amanda Coetzer,RSA,1971-10-22,32,25,1139,2003,Afrika
40313,Eleni,Daniilidou,Eleni Daniilidou,GRE,1982-09-19,21,26,1136,2003,Evropa
180144,Lisa,Raymond,Lisa Raymond,USA,1973-08-10,30,27,1111,2003,Severna Amerika
110489,Lina,Krasnoroutskaya,Lina Krasnoroutskaya,RUS,1984-04-29,20,28,1110,2003,Evropa
40254,Nathalie,Dechy,Nathalie Dechy,FRA,1979-02-21,25,29,1095,2003,Evropa
130245,Magdalena,Maleeva,Magdalena Maleeva,BUL,1975-04-01,29,30,1064,2003,Evropa
160339,Tina,Pisnik,Tina Pisnik,SLO,1981-02-19,23,31,1036,2003,Evropa
310137,Maria,Sharapova,Maria Sharapova,RUS,1987-04-19,17,32,1024,2003,Evropa
160142,Mary,Pierce,Mary Pierce,FRA,1975-01-15,29,33,969,2003,Evropa
200137,Tamarine,Tanasugarn,Tamarine Tanasugarn,THA,1977-05-24,27,34,957,2003,Azija
110552,Svetlana,Kuznetsova,Svetlana Kuznetsova,RUS,1985-06-27,19,35,927,2003,Evropa
130548,Alicia,Molik,Alicia Molik,AUS,1981-01-27,23,36,911,2003,Oceanija
120151,Elena,Likhovtseva,Elena Likhovtseva,RUS,1975-09-08,28,37,879,2003,Evropa
260078,Fabiola,Zuluaga,Fabiola Zuluaga,COL,1979-01-07,25,38,840,2003,Južna Amerika
190636,Katarina,Srebotnik,Katarina Srebotnik,SLO,1981-03-12,23,39,840,2003,Evropa
130443,Petra,Mandula,Petra Mandula,HUN,1978-01-17,26,40,815,2003,Evropa
120277,Emilie,Loit,Emilie Loit,FRA,1979-06-09,25,41,775,2003,Evropa
190435,María,Sánchez Lorenzo,María Sánchez Lorenzo,ESP,1977-11-07,26,42,770,2003,Evropa
30382,Denisa,Chladkova,Denisa Chladkova,CZE,1979-02-08,25,43,764,2003,Evropa
220070,Maria,Vento-Kabchi,Maria Vento-Kabchi,VEN,1974-05-24,30,44,757,2003,Južna Amerika
10209,Shinobu,Asagoe,Shinobu Asagoe,JPN,1976-06-28,28,45,750,2003,Azija
70423,Laura,Granville,Laura Granville,USA,1981-05-12,23,46,723,2003,Severna Amerika
230202,Marlene,Weingartner,Marlene Weingartner,GER,1980-01-30,24,47,722,2003,Evropa
20113,Anca,Barna,Anca Barna,GER,1977-05-14,27,48,720,2003,Evropa
150103,Saori,Obata,Saori Obata,JPN,1978-04-23,26,49,714,2003,Azija
200265,Iroda,Tulyaganova,Iroda Tulyaganova,UZB,1982-01-07,22,50,711,2003,
20351,Cara,Black,Cara Black,ZIM,1979-02-17,25,51,690,2003,
80418,Ashley,Harkleroad,Ashley Harkleroad,USA,1985-05-02,19,52,685,2003,Severna Amerika
160078,Nicole,Pratt,Nicole Pratt,AUS,1973-03-05,31,53,682,2003,Oceanija
190950,Dinara,Safina,Dinara Safina,RUS,1986-04-27,18,54,657,2003,Evropa
180160,Virginia,Ruano Pascual,Virginia Ruano Pascual,ESP,1973-09-21,30,55,653,2003,Evropa
70245,Emmanuelle,Gagliardi,Emmanuelle Gagliardi,SUI,1976-07-09,27,56,634,2003,Evropa
130556,Maja,Matevzic,Maja Matevzic,SLO,1980-06-13,24,57,618,2003,Evropa
20631,Marion,Bartoli,Marion Bartoli,FRA,1984-10-02,19,58,617,2003,Evropa
190881,Karolina,Sprem,Karolina Sprem,CRO,1984-10-25,19,59,609,2003,Evropa
190141,Monica,Seles,Monica Seles,USA,1973-12-02,30,60,599,2003,Severna Amerika
60034,Amy,Frazier,Amy Frazier,USA,1972-09-19,31,61,575,2003,Severna Amerika
130541,Akiko,Morigami,Akiko Morigami,JPN,1980-01-12,24,62,562,2003,Azija
110492,Klara,Koukalova,Klara Koukalova,CZE,1982-02-24,22,63,560,2003,Evropa
30390,Ludmila,Cervanova,Ludmila Cervanova,SVK,1979-10-15,24,64,552,2003,Evropa
130632,Marie-Gayanay,Mikaelian,Marie-Gayanay Mikaelian,SUI,1984-03-03,20,65,548,2003,Evropa
110380,Jelena,Kostanic Tosic,Jelena Kostanic Tosic,CRO,1981-07-06,22,66,532,2003,Evropa
160451,Arantxa ,Parra Santonja,Arantxa  Parra Santonja,ESP,1982-11-09,21,67,529,2003,Evropa
30501,Stéphanie,Cohen-Aloro,Stéphanie Cohen-Aloro,FRA,1983-03-18,21,68,523,2003,Evropa
160391,Flavia,Pennetta,Flavia Pennetta,ITA,1982-02-25,22,69,521,2003,Evropa
70192,Rita,Grande,Rita Grande,ITA,1975-03-23,29,70,513,2003,Evropa
130611,Anabel,Medina Garrigues,Anabel Medina Garrigues,ESP,1982-07-31,21,71,507,2003,Evropa
180384,Virginie,Razzano,Virginie Razzano,FRA,1983-05-12,21,72,505,2003,Evropa
30003,Els,Callens,Els Callens,BEL,1970-08-20,33,73,485,2003,Evropa
180319,Samantha,Reeves,Samantha Reeves,USA,1979-01-17,25,74,479,2003,Severna Amerika
20323,Kristina,Brandi,Kristina Brandi,PUR,1977-03-29,27,75,479,2003,Severna Amerika
190349,Barbara,Schett,Barbara Schett,AUT,1976-03-10,28,76,473,2003,Evropa
190562,Milagros,Sequera,Milagros Sequera,VEN,1980-09-30,23,77,472,2003,Južna Amerika
160405,Tatiana,Perebiynis,Tatiana Perebiynis,UKR,1982-12-15,21,78,472,2003,Evropa
30557,Melinda,Czink,Melinda Czink,HUN,1982-10-22,21,79,468,2003,Evropa
190777,Claudine,Schaul,Claudine Schaul,LUX,1983-08-20,20,80,467,2003,Evropa
190125,Alexandra,Stevenson,Alexandra Stevenson,USA,1980-12-15,23,81,461,2003,Severna Amerika
30348,Tathiana,Garbin,Tathiana Garbin,ITA,1977-06-30,26,82,453,2003,Evropa
30419,Yoon Jeong,Cho,Yoon Jeong Cho,KOR,1979-04-02,25,83,447,2003,Azija
260144,Jie,Zheng,Jie Zheng,CHN,1983-07-05,20,84,442,2003,Azija
100153,Jelena,Jankovic,Jelena Jankovic,SRB,1985-02-28,19,85,435,2003,Evropa
110527,Lubomira,Kurhajcova,Lubomira Kurhajcova,SVK,1983-10-11,20,86,431,2003,Evropa
110310,Sandra,Kleinova,Sandra Kleinova,CZE,1978-05-08,26,87,427,2003,Evropa
150017,Zuzana,Ondraskova,Zuzana Ondraskova,CZE,1980-05-03,24,88,426,2003,Evropa
190295,Martina,Sucha,Martina Sucha,SVK,1980-11-20,23,89,417,2003,Evropa
60285,Clarisa,Fernández,Clarisa Fernández,ARG,1981-08-28,22,90,408,2003,Južna Amerika
140145,Henrieta,Nagyova,Henrieta Nagyova,SVK,1978-12-15,25,91,406,2003,Evropa
110505,Aniko,Kapros,Aniko Kapros,HUN,1983-11-11,20,92,400,2003,Evropa
200160,Silvija,Talaja,Silvija Talaja,CRO,1978-01-14,26,93,400,2003,Evropa
220248,Julia,Vakulenko,Julia Vakulenko,UKR,1983-07-10,20,94,391,2003,Evropa
230272,Angelique,Widjaja,Angelique Widjaja,INA,1984-12-12,19,95,386,2003,
120176,Gala,Leon Garcia,Gala Leon Garcia,ESP,1973-12-23,30,96,385,2003,Evropa
260065,Alina,Jidkova,Alina Jidkova,RUS,1977-01-18,27,97,377,2003,Evropa
130616,Marta,Marrero,Marta Marrero,ESP,1983-01-16,21,98,373,2003,Evropa
30294,Jill,Craybas,Jill Craybas,USA,1974-07-04,29,99,371,2003,Severna Amerika
30462,Maria Elena,Camerin,Maria Elena Camerin,ITA,1982-03-21,22,100,371,2003,Evropa
60288,Stéphanie,Foretz ,Stéphanie Foretz ,FRA,1981-05-03,23,101,364,2003,Evropa
180234,Dally,Randriantefy,Dally Randriantefy,MAD,1977-02-23,27,102,360,2003,
30551,Myriam,Casanova,Myriam Casanova,SUI,1985-06-20,19,103,352,2003,Evropa
10334,Sofia,Arvidsson,Sofia Arvidsson,SWE,1984-02-16,20,104,350,2003,Evropa
20596,Eva,Birnerova,Eva Birnerova,CZE,1984-08-14,19,105,346,2003,Evropa
190276,Adriana,Serra Zanetti,Adriana Serra Zanetti,ITA,1976-03-05,28,106,345,2003,Evropa
130396,Conchita,Martínez Granados,Conchita Martínez Granados,ESP,1976-01-20,28,107,342,2003,Evropa
190571,Tara,Snyder,Tara Snyder,USA,1977-05-26,27,108,338,2003,Severna Amerika
200122,Cristina,Torrens Valero,Cristina Torrens Valero,ESP,1974-09-12,29,109,337,2003,Evropa
30468,Ansley,Cargill,Ansley Cargill,USA,1982-01-05,22,110,334,2003,Severna Amerika
190613,Antonella,Serra Zanetti,Antonella Serra Zanetti,ITA,1980-07-25,23,111,328,2003,Evropa
10306,Teryn,Ashley,Teryn Ashley,USA,1978-12-12,25,112,315,2003,Severna Amerika
310625,Vera,Dushevina,Vera Dushevina,RUS,1986-10-06,17,113,314,2003,Evropa
160254,Tatiana,Panova,Tatiana Panova,RUS,1976-08-13,27,114,308,2003,Evropa
40058,Maureen,Drake,Maureen Drake,CAN,1971-03-21,33,115,305,2003,Severna Amerika
120281,Lindsay,Lee-Waters,Lindsay Lee-Waters,USA,1977-06-28,27,116,304,2003,Severna Amerika
190711,Julia,Schruff,Julia Schruff,GER,1982-08-16,21,117,302,2003,Evropa
310318,Anna-Lena,Groenefeld,Anna-Lena Groenefeld,GER,1985-06-04,19,118,302,2003,Evropa
220214,Roberta,Vinci,Roberta Vinci,ITA,1983-02-18,21,119,301,2003,Evropa
180088,Barbara,Rittner,Barbara Rittner,GER,1973-04-25,31,120,296,2003,Evropa
160303,Tatiana,Poutchek,Tatiana Poutchek,BLR,1979-01-09,25,121,293,2003,Evropa
20652,Yuliya,Beygelzimer,Yuliya Beygelzimer,UKR,1983-10-20,20,122,291,2003,Evropa
100123,Mervana,Jugic-Salkic,Mervana Jugic-Salkic,BIH,1980-05-14,24,123,284,2003,Evropa
310577,Maria,Kirilenko,Maria Kirilenko,RUS,1987-01-25,17,124,273,2003,Evropa
40388,Gisela,Dulko,Gisela Dulko,ARG,1985-01-30,19,125,272,2003,Južna Amerika
80219,Janette,Husarova,Janette Husarova,SVK,1974-06-04,30,126,262,2003,Evropa
220135,Alena,Vaskova,Alena Vaskova,CZE,1975-11-08,28,127,261,2003,Evropa
60295,Eva,Fislova,Eva Fislova,SVK,1981-03-17,23,128,254,2003,Evropa
190817,Tiantian,Sun,Tiantian Sun,CHN,1981-10-12,22,129,254,2003,Azija
200192,Elena,Tatarkova,Elena Tatarkova,UKR,1976-08-22,27,130,250,2003,Evropa
130316,Iva,Majoli,Iva Majoli,CRO,1977-08-12,26,131,250,2003,Evropa
20576,Iveta,Melzer,Iveta Melzer,CZE,1983-02-01,21,132,250,2003,Evropa
10278,Maret,Ani,Maret Ani,EST,1982-01-31,22,133,247,2003,Evropa
40269,Evie,Dominikovic,Evie Dominikovic,AUS,1980-05-29,24,134,243,2003,Oceanija
30360,Catalina,Castaño,Catalina Castaño,COL,1979-07-07,24,135,243,2003,Južna Amerika
250047,Yuka,Yoshida,Yuka Yoshida,JPN,1976-04-01,28,136,242,2003,Azija
160361,Michaela,Pastikova,Michaela Pastikova,CZE,1980-03-27,24,137,237,2003,Evropa
190669,Mara,Santangelo,Mara Santangelo,ITA,1981-06-28,23,138,235,2003,Evropa
20553,Severine,Beltrame,Severine Beltrame,FRA,1979-08-14,24,139,234,2003,Evropa
120317,Nuria,Llagostera Vives,Nuria Llagostera Vives,ESP,1980-05-16,24,140,232,2003,Evropa
90080,Marissa,Gould,Marissa Gould,USA,1980-06-23,24,141,232,2003,Severna Amerika
190879,Barbora,Strycova,Barbora Strycova,CZE,1986-03-28,18,142,230,2003,Evropa
200204,Meilen,Tu,Meilen Tu,USA,1978-01-17,26,143,226,2003,Severna Amerika
160472,Shenay,Perry,Shenay Perry,USA,1984-07-06,19,144,223,2003,Severna Amerika
220277,Renata,Voracova,Renata Voracova,CZE,1983-10-06,20,145,220,2003,Evropa
20442,Olga,Barabanschikova,Olga Barabanschikova,BLR,1979-11-02,24,146,215,2003,Evropa
150048,Tzipora,Obziler,Tzipora Obziler,ISR,1973-04-19,31,147,212,2003,Evropa
20463,Sybille,Bammer,Sybille Bammer,AUT,1980-04-27,24,148,211,2003,Evropa
40148,Rossana,De Los Ríos,Rossana De Los Ríos,PAR,1975-09-16,28,149,210,2003,Južna Amerika
20243,Lubomira,Bacheva,Lubomira Bacheva,BUL,1975-03-07,29,150,210,2003,Evropa
40152,Seda,Noorlander,Seda Noorlander,NED,1974-05-22,30,151,209,2003,Evropa
10327,Ivana,Abramovic,Ivana Abramovic,CRO,1983-09-03,20,152,208,2003,Evropa
230204,Patricia,Wartusch,Patricia Wartusch,AUT,1978-08-05,25,153,208,2003,Evropa
190473,Selima,Sfar,Selima Sfar,TUN,1977-07-08,26,154,208,2003,
20522,Daja,Bedanova,Daja Bedanova,CZE,1983-03-09,21,155,206,2003,Evropa
310419,Galina,Voskoboeva,Galina Voskoboeva,KAZ,1984-12-18,19,156,205,2003,Azija
70375,Natalia,Gussoni,Natalia Gussoni,ARG,1981-08-24,22,157,202,2003,Južna Amerika
130713,Bethanie,Mattek-Sands,Bethanie Mattek-Sands,USA,1985-03-23,19,158,199,2003,Severna Amerika
80389,Jennifer,Hopkins,Jennifer Hopkins,USA,1981-02-10,23,159,199,2003,Severna Amerika
200276,Sarah,Taylor,Sarah Taylor,USA,1981-11-06,22,160,196,2003,Severna Amerika
250089,Zi,Yan,Zi Yan,HKG,1984-11-12,19,161,192,2003,Azija
120235,Janet,Lee,Janet Lee,TPE,1976-10-22,27,162,191,2003,
190787,Samantha,Stosur,Samantha Stosur,AUS,1984-03-30,20,163,188,2003,Oceanija
110325,Sandra,Kloesel,Sandra Kloesel,GER,1979-06-22,25,164,188,2003,Evropa
180356,Anastasia,Rodionova,Anastasia Rodionova,AUS,1982-05-12,22,165,187,2003,Oceanija
70417,Stephanie,Gehrlein,Stephanie Gehrlein,GER,1982-04-10,22,166,187,2003,Evropa
230269,Christina,Wheeler,Christina Wheeler,AUS,1982-04-15,22,167,185,2003,Oceanija
110536,Kaia,Kanepi,Kaia Kanepi,EST,1985-06-10,19,168,185,2003,Evropa
160363,Camille,Pin,Camille Pin,FRA,1981-08-25,22,169,183,2003,Evropa
70394,Natalie,Grandin,Natalie Grandin,RSA,1981-02-27,23,170,182,2003,Afrika
230131,Vanessa,Webb,Vanessa Webb,CAN,1976-01-24,28,171,181,2003,Severna Amerika
40198,Mariana,Diaz-Oliva,Mariana Diaz-Oliva,ARG,1976-03-11,28,172,175,2003,Južna Amerika
190855,María Emilia,Salerni,María Emilia Salerni,ARG,1983-05-14,21,173,174,2003,Južna Amerika
110266,Rita,Kuti-Kis,Rita Kuti-Kis,HUN,1978-02-13,26,174,172,2003,Evropa
220240,Nathalie,Vierin,Nathalie Vierin,ITA,1982-10-15,21,175,171,2003,Evropa
70471,Edina,Gallovits-Hall,Edina Gallovits-Hall,USA,1984-12-10,19,176,171,2003,Severna Amerika
110524,Anne,Keothavong,Anne Keothavong,GBR,1983-09-16,20,177,170,2003,Evropa
120357,Bianka,Lamade,Bianka Lamade,GER,1982-08-30,21,178,168,2003,Evropa
200354,Elise,Tamaela,Elise Tamaela,NED,1984-01-22,20,179,168,2003,Evropa
150134,Lilia,Osterloh,Lilia Osterloh,USA,1978-04-07,26,180,163,2003,Severna Amerika
220122,Andreea,Ehritt-Vanc,Andreea Ehritt-Vanc,ROU,1973-10-06,30,181,163,2003,Evropa
140117,Lenka,Nemeckova,Lenka Nemeckova,CZE,1976-04-20,28,182,161,2003,Evropa
190539,Barbara,Schwartz,Barbara Schwartz,AUT,1979-01-27,25,183,161,2003,Evropa
310617,Angela,Haynes,Angela Haynes,USA,1984-09-27,19,184,160,2003,Severna Amerika
190653,Lioudmila,Skavronskaia,Lioudmila Skavronskaia,RUS,1980-03-23,24,185,160,2003,Evropa
110303,Evgenia,Kulikovskaya,Evgenia Kulikovskaya,RUS,1978-12-21,25,186,158,2003,Evropa
20608,Alona,Bondarenko,Alona Bondarenko,UKR,1984-08-13,19,187,154,2003,Evropa
140155,Kyra,Nagy,Kyra Nagy,HUN,1977-12-29,26,188,153,2003,Evropa
80292,Stanislava,Hrozenska,Stanislava Hrozenska,SVK,1982-06-17,22,189,153,2003,Evropa
20533,Bea,Bielik,Bea Bielik,USA,1980-11-28,23,190,153,2003,Severna Amerika
160458,Virginie,Pichet,Virginie Pichet,FRA,1983-01-28,21,191,152,2003,Evropa
130497,Katalin,Marosi,Katalin Marosi,HUN,1979-11-12,24,192,152,2003,Evropa
110584,Mariya,Koryttseva,Mariya Koryttseva,UKR,1985-05-25,19,193,146,2003,Evropa
40312,Nina,Duebbers,Nina Duebbers,GER,1980-06-24,24,194,146,2003,Evropa
310169,Jarmila,Wolfe,Jarmila Wolfe,AUS,1987-04-26,17,195,145,2003,Oceanija
110314,Oleksandra,Kravets,Oleksandra Kravets,UKR,1983-10-29,20,196,145,2003,Evropa
150137,Nadejda,Ostrovskaya,Nadejda Ostrovskaya,BLR,1980-10-29,23,197,145,2003,Evropa
60311,Galina,Fokina,Galina Fokina,RUS,1984-01-17,20,198,145,2003,Evropa
230186,Mashona,Washington,Mashona Washington,USA,1976-05-31,28,199,143,2003,Severna Amerika
70393,Zsofia,Gubacsi,Zsofia Gubacsi,HUN,1981-04-06,23,200,142,2003,Evropa
60160,Evelyn,Fauth,Evelyn Fauth,AUT,1976-11-27,27,201,142,2003,Evropa
100157,Darija,Jurak Schreiber,Darija Jurak Schreiber,CRO,1984-04-05,20,202,140,2003,Evropa
160411,Marie-Ève,Pelletier,Marie-Ève Pelletier,CAN,1982-05-18,22,203,139,2003,Severna Amerika
160318,Wynne,Prakusya,Wynne Prakusya,INA,1981-04-26,23,204,137,2003,
130760,Sanda,Mamic,Sanda Mamic,CRO,1985-03-22,19,205,136,2003,Evropa
310107,Virag,Nemeth,Virag Nemeth,HUN,1985-06-19,19,206,136,2003,Evropa
20334,Adriana,Barna,Adriana Barna,GER,1978-05-21,26,207,134,2003,Evropa
110523,Zuzana,Kucova,Zuzana Kucova,SVK,1982-06-26,22,208,132,2003,Evropa
60301,Yuliana,Fedak,Yuliana Fedak,UKR,1983-06-08,21,209,131,2003,Evropa
180306,Angelika,Roesch,Angelika Roesch,GER,1977-06-08,27,210,130,2003,Evropa
120339,Kelly,Liggan,Kelly Liggan,IRL,1979-02-05,25,211,130,2003,Evropa
190771,Abigail,Spears,Abigail Spears,USA,1981-07-12,22,212,130,2003,Severna Amerika
20473,Angelika,Bachmann,Angelika Bachmann,GER,1979-05-16,25,213,129,2003,Evropa
10258,Maria Fernanda,Alves,Maria Fernanda Alves,BRA,1983-04-17,21,214,129,2003,Južna Amerika
160292,Libuse,Prusova,Libuse Prusova,CZE,1979-07-13,24,215,129,2003,Evropa
140081,Jana,Nejedly,Jana Nejedly,CAN,1974-06-09,30,216,128,2003,Severna Amerika
130485,Bahia,Mouhtassine,Bahia Mouhtassine,MAR,1979-08-23,24,217,128,2003,Afrika
60284,Rika,Fujiwara,Rika Fujiwara,JPN,1981-09-19,22,218,128,2003,Azija
260098,Magdalena,Zdenovcova,Magdalena Zdenovcova,CZE,1978-05-17,26,219,126,2003,Evropa
30536,Vilmarie,Castellvi,Vilmarie Castellvi,PUR,1981-03-21,23,220,123,2003,Severna Amerika
160471,Shuai,Peng,Shuai Peng,CHN,1986-01-08,18,221,123,2003,Azija
310332,Evgenia,Linetskaya,Evgenia Linetskaya,ISR,1986-11-30,17,222,122,2003,Evropa
180427,Capucine,Rousseau,Capucine Rousseau,FRA,1980-04-21,24,223,119,2003,Evropa
140212,Dominika,Nociarova,Dominika Nociarova,SVK,1984-04-13,20,224,119,2003,Evropa
30386,Kildine,Chevalier,Kildine Chevalier,FRA,1980-06-30,23,225,118,2003,Evropa
130681,Kelly,Mc Cain,Kelly Mc Cain,USA,1983-03-18,21,226,117,2003,Severna Amerika
310113,Ivana,Lisjak,Ivana Lisjak,CRO,1987-03-17,17,227,117,2003,Evropa
110178,Svetlana,Krivencheva,Svetlana Krivencheva,BUL,1973-12-30,30,228,117,2003,Evropa
310089,Carly,Gullickson,Carly Gullickson,USA,1986-11-26,17,229,114,2003,Severna Amerika
20408,Olga,Vymetalkova,Olga Vymetalkova,CZE,1976-01-24,28,230,113,2003,Evropa
140219,Aiko,Nakamura,Aiko Nakamura,JPN,1983-12-28,20,231,113,2003,Azija
100089,Mi-Ra,Jeon,Mi-Ra Jeon,KOR,1978-02-06,26,232,112,2003,Azija
30339,Giulia,Casoni,Giulia Casoni,ITA,1978-04-19,26,233,111,2003,Evropa
210050,Tatsiana,Uvarova,Tatsiana Uvarova,BLR,1985-07-25,18,234,111,2003,Evropa
150131,Diana,Ospina,Diana Ospina,USA,1979-07-04,24,235,109,2003,Severna Amerika
200323,Ana,Timotic,Ana Timotic,SRB,1982-12-30,21,236,108,2003,Evropa
70286,Maria,Geznenge,Maria Geznenge,GER,1977-03-13,27,237,108,2003,Evropa
180294,Petra,Rampre,Petra Rampre,SLO,1980-01-20,24,238,108,2003,Evropa
180432,Sunitha,Rao,Sunitha Rao,IND,1985-10-27,18,239,107,2003,Azija
120351,Gabriela,Lastra,Gabriela Lastra,USA,1980-06-07,24,240,107,2003,Severna Amerika
150182,Jane,O'Donoghue,Jane O'Donoghue,GBR,1983-03-29,21,241,106,2003,Evropa
80076,Stefanie,Haidner,Stefanie Haidner,AUT,1977-11-18,26,242,104,2003,Evropa
110446,Dimana,Krastevitch,Dimana Krastevitch,BUL,1982-03-26,22,243,104,2003,Evropa
130650,Melanie,Marois,Melanie Marois,CAN,1984-03-10,20,244,104,2003,Severna Amerika
220282,Anousjka,Van Exel,Anousjka Van Exel,NED,1974-10-05,29,245,101,2003,Evropa
80323,Shiho,Hisamatsu,Shiho Hisamatsu,JPN,1979-07-04,24,246,101,2003,Azija
70338,Paula,Garcia,Paula Garcia,ESP,1979-03-19,25,247,99,2003,Evropa
190885,Kristen,Schlukebir,Kristen Schlukebir,USA,1984-06-28,20,248,98,2003,Severna Amerika
120344,Jessica,Lehnhoff,Jessica Lehnhoff,USA,1980-03-15,24,249,98,2003,Severna Amerika
80371,Vanessa,Paffrath,Vanessa Paffrath,GER,1981-01-15,23,250,97,2003,Evropa
40106,Lindsay,Davenport,Lindsay Davenport,USA,1976-06-08,29,1,4760,2004,Severna Amerika
130450,Amélie,Mauresmo,Amélie Mauresmo,FRA,1979-07-05,25,2,4546,2004,Evropa
130533,Anastasia,Myskina,Anastasia Myskina,RUS,1981-07-08,23,3,4012,2004,Evropa
310137,Maria,Sharapova,Maria Sharapova,RUS,1987-04-19,18,4,3536,2004,Evropa
110552,Svetlana,Kuznetsova,Svetlana Kuznetsova,RUS,1985-06-27,20,5,3533,2004,Evropa
40289,Elena,Dementieva,Elena Dementieva,RUS,1981-10-15,23,6,3448,2004,Evropa
230234,Serena,Williams,Serena Williams,USA,1981-09-26,23,7,3128,2004,Severna Amerika
80350,Justine,Henin,Justine Henin,BEL,1982-06-01,23,8,2884,2004,Evropa
230220,Venus,Williams,Venus Williams,USA,1980-06-17,25,9,2400,2004,Severna Amerika
30200,Jennifer,Capriati,Jennifer Capriati,USA,1976-03-29,29,10,2359,2004,Severna Amerika
260142,Vera,Zvonareva,Vera Zvonareva,RUS,1984-09-07,20,11,2299,2004,Evropa
160379,Nadia,Petrova,Nadia Petrova,RUS,1982-06-08,23,12,2022,2004,Evropa
130548,Alicia,Molik,Alicia Molik,AUS,1981-01-27,24,13,1970,2004,Oceanija
190519,Patty,Schnyder,Patty Schnyder,SUI,1978-12-14,26,14,1638,2004,Evropa
20992,Elena,Bovina,Elena Bovina,RUS,1983-03-10,22,15,1598,2004,Evropa
190360,Paola,Suárez,Paola Suárez,ARG,1976-06-23,29,16,1535,2004,Južna Amerika
190353,Ai,Sugiyama,Ai Sugiyama,JPN,1975-07-05,29,17,1469,2004,Azija
190881,Karolina,Sprem,Karolina Sprem,CRO,1984-10-25,20,18,1451,2004,Evropa
190666,Francesca,Schiavone,Francesca Schiavone,ITA,1980-06-23,25,19,1403,2004,Evropa
60061,Silvia,Farina Elia,Silvia Farina Elia,ITA,1972-04-27,33,20,1334,2004,Evropa
40254,Nathalie,Dechy,Nathalie Dechy,FRA,1979-02-21,26,21,1331,2004,Evropa
30458,Kim,Clijsters,Kim Clijsters,BEL,1983-06-08,22,22,1326,2004,Evropa
260078,Fabiola,Zuluaga,Fabiola Zuluaga,COL,1979-01-07,26,23,1296,2004,Južna Amerika
120151,Elena,Likhovtseva,Elena Likhovtseva,RUS,1975-09-08,29,24,1270,2004,Evropa
130245,Magdalena,Maleeva,Magdalena Maleeva,BUL,1975-04-01,30,25,1179,2004,Evropa
